Gene,Sample,Sample_Type,Expression
RPL37,GSM398143,Cancer,7542.11
RPL37,GSM398144,Normal,6495.03
RPL37,GSM398145,Cancer,8417.02
RPL37,GSM398146,Normal,8029.13
RPL37,GSM398147,Cancer,8187.19
RPL37,GSM398148,Normal,6011.12
RPL37,GSM398149,Cancer,7462.67
RPL37,GSM398150,Normal,6948.91
RPL37,GSM398151,Cancer,7216.17
RPL37,GSM398152,Normal,3554.59
RPL37,GSM398153,Cancer,4724.45
RPL37,GSM398154,Normal,6067.06
RPL37,GSM398155,Cancer,4373.33
RPL37,GSM398156,Normal,7058.32
RPL37,GSM398157,Cancer,4825.09
RPL37,GSM398158,Normal,6458.17
RPL37,GSM398159,Cancer,8030.7
RPL37A,GSM398074,Normal,9427.42
RPL37A,GSM398075,Cancer,8950.33
RPL37A,GSM398076,Normal,6165.04
RPL37A,GSM398077,Cancer,6704.51
RPL37A,GSM398078,Normal,8942.26
RPL37A,GSM398079,Cancer,6195.68
RPL37A,GSM398080,Normal,8134.39
RPL37A,GSM398081,Cancer,7070.64
RPL37A,GSM398082,Normal,7657.43
RPL37A,GSM398083,Cancer,7723.32
RPL37A,GSM398084,Normal,6342.34
RPL37A,GSM398085,Cancer,6976.3
RPL37A,GSM398086,Normal,9406.9
RPL37A,GSM398087,Cancer,7018.84
RPL37A,GSM398088,Normal,6783.61
RPL37A,GSM398089,Cancer,7247.35
RPL37A,GSM398090,Normal,7549.47
RPL37A,GSM398091,Cancer,9274.99
RPL37A,GSM398092,Normal,5067.85
RPL37A,GSM398093,Cancer,8142.52
RPL37A,GSM398094,Normal,9490.92
RPL37A,GSM398095,Cancer,6994.41
RPL37A,GSM398096,Normal,9839.16
RPL37A,GSM398097,Cancer,8612.84
RPL37A,GSM398098,Normal,7660.24
RPL37A,GSM398099,Cancer,5508.64
RPL37A,GSM398100,Normal,2802.59
RPL37A,GSM398101,Cancer,7906.71
RPL37A,GSM398102,Normal,5965.48
RPL37A,GSM398103,Cancer,6753.15
RPL37A,GSM398104,Normal,9432.88
RPL37A,GSM398105,Cancer,4103.29
RPL37A,GSM398106,Normal,10027.4
RPL37A,GSM398107,Cancer,5112.16
RPL37A,GSM398108,Normal,18650.9
RPL37A,GSM398109,Cancer,6952.17
RPL37A,GSM398110,Normal,12793.2
RPL37A,GSM398111,Cancer,6428.47
RPL37A,GSM398112,Normal,6105.26
RPL37A,GSM398113,Cancer,8955.35
RPL37A,GSM398114,Normal,4540.68
RPL37A,GSM398115,Cancer,6488.41
RPL37A,GSM398116,Normal,12721.7
RPL37A,GSM398117,Cancer,13030.3
RPL37A,GSM398118,Normal,11957.9
RPL37A,GSM398119,Cancer,10050.5
RPL37A,GSM398120,Normal,6228.31
RPL37A,GSM398121,Cancer,12167.4
RPL37A,GSM398122,Normal,6762.6
RPL37A,GSM398123,Cancer,9499.94
RPL37A,GSM398124,Normal,8682.33
RPL37A,GSM398125,Cancer,11240.0
RPL37A,GSM398126,Normal,11661.1
RPL37A,GSM398127,Cancer,15170.7
RPL37A,GSM398128,Normal,10801.5
RPL37A,GSM398129,Cancer,9832.43
RPL37A,GSM398130,Normal,14268.6
RPL37A,GSM398131,Cancer,8847.6
RPL37A,GSM398132,Normal,9436.9
RPL37A,GSM398133,Cancer,5734.24
RPL37A,GSM398134,Normal,7773.53
RPL37A,GSM398135,Cancer,14405.1
RPL37A,GSM398136,Normal,7274.69
RPL37A,GSM398137,Cancer,9649.35
RPL37A,GSM398138,Normal,10261.3
RPL37A,GSM398139,Cancer,10637.3
RPL37A,GSM398140,Normal,7709.98
RPL37A,GSM398141,Cancer,14992.9
RPL37A,GSM398142,Normal,10967.7
RPL37A,GSM398143,Cancer,9760.68
RPL37A,GSM398144,Normal,7042.06
RPL37A,GSM398145,Cancer,8398.94
RPL37A,GSM398146,Normal,9174.91
RPL37A,GSM398147,Cancer,10395.1
RPL37A,GSM398148,Normal,9964.21
RPL37A,GSM398149,Cancer,13090.6
RPL37A,GSM398150,Normal,13283.1
RPL37A,GSM398151,Cancer,8851.7
RPL37A,GSM398152,Normal,8221.49
RPL37A,GSM398153,Cancer,11285.6
RPL37A,GSM398154,Normal,11549.2
RPL37A,GSM398155,Cancer,10038.5
RPL37A,GSM398156,Normal,13824.5
RPL37A,GSM398157,Cancer,15961.7
RPL37A,GSM398158,Normal,15018.5
RPL37A,GSM398159,Cancer,8668.94
RPL38,GSM398074,Normal,2217.79
RPL38,GSM398075,Cancer,4755.35
RPL38,GSM398076,Normal,2375.18
RPL38,GSM398077,Cancer,3317.09
RPL38,GSM398078,Normal,3422.12
RPL38,GSM398079,Cancer,3031.17
RPL38,GSM398080,Normal,2517.55
RPL38,GSM398081,Cancer,2595.7
RPL38,GSM398082,Normal,3650.06
RPL38,GSM398083,Cancer,2533.76
RPL38,GSM398084,Normal,2336.61
RPL38,GSM398085,Cancer,3259.19
RPL38,GSM398086,Normal,3256.42
RPL38,GSM398087,Cancer,2052.52
RPL38,GSM398088,Normal,1910.13
RPL38,GSM398089,Cancer,3385.27
RPL38,GSM398090,Normal,1950.61
RPL38,GSM398091,Cancer,3897.76
RPL38,GSM398092,Normal,2230.19
RPL38,GSM398093,Cancer,4077.95
RPL38,GSM398094,Normal,2854.98
RPL38,GSM398095,Cancer,3001.33
RPL38,GSM398096,Normal,4410.3
RPL38,GSM398097,Cancer,2315.76
RPL38,GSM398098,Normal,4015.36
RPL38,GSM398099,Cancer,2874.36
RPL38,GSM398100,Normal,1972.43
RPL38,GSM398101,Cancer,4058.75
RPL38,GSM398102,Normal,4006.72
RPL38,GSM398103,Cancer,3992.93
RPL38,GSM398104,Normal,5975.71
RPL38,GSM398105,Cancer,2942.83
RPL38,GSM398106,Normal,6419.62
RPL38,GSM398107,Cancer,3188.9
RPL38,GSM398108,Normal,6011.38
RPL38,GSM398109,Cancer,1788.59
RPL38,GSM398110,Normal,5706.36
RPL38,GSM398111,Cancer,3265.69
RPL38,GSM398112,Normal,3224.44
RPL38,GSM398113,Cancer,3670.9
RPL38,GSM398114,Normal,2868.59
RPL38,GSM398115,Cancer,3049.23
RPL38,GSM398116,Normal,6776.31
RPL38,GSM398117,Cancer,5385.35
RPL38,GSM398118,Normal,5586.26
RPL38,GSM398119,Cancer,4661.37
RPL38,GSM398120,Normal,3705.27
RPL38,GSM398121,Cancer,3096.81
RPL38,GSM398122,Normal,3124.56
RPL38,GSM398123,Cancer,4358.11
RPL38,GSM398124,Normal,3411.81
RPL38,GSM398125,Cancer,5296.21
RPL38,GSM398126,Normal,5962.69
RPL38,GSM398127,Cancer,6283.52
RPL38,GSM398128,Normal,4727.5
RPL38,GSM398129,Cancer,4113.79
RPL38,GSM398130,Normal,4609.97
RPL38,GSM398131,Cancer,5387.25
RPL38,GSM398132,Normal,5320.63
RPL38,GSM398133,Cancer,4941.76
RPL38,GSM398134,Normal,4356.51
RPL38,GSM398135,Cancer,6559.57
RPL38,GSM398136,Normal,4894.93
RPL38,GSM398137,Cancer,4620.35
RPL38,GSM398138,Normal,4236.95
RPL38,GSM398139,Cancer,5320.89
RPL38,GSM398140,Normal,5323.64
RPL38,GSM398141,Cancer,8196.47
RPL38,GSM398142,Normal,6155.01
RPL38,GSM398143,Cancer,5210.94
RPL38,GSM398144,Normal,4594.88
RPL38,GSM398145,Cancer,5204.94
RPL38,GSM398146,Normal,5377.26
RPL38,GSM398147,Cancer,5770.47
RPL38,GSM398148,Normal,5260.95
RPL38,GSM398149,Cancer,5945.91
RPL38,GSM398150,Normal,5232.51
RPL38,GSM398151,Cancer,5855.76
RPL38,GSM398152,Normal,3754.23
RPL38,GSM398153,Cancer,4317.05
RPL38,GSM398154,Normal,3823.77
RPL38,GSM398155,Cancer,4575.79
RPL38,GSM398156,Normal,5586.72
RPL38,GSM398157,Cancer,6354.43
RPL38,GSM398158,Normal,5287.79
RPL38,GSM398159,Cancer,5479.35
RPL39,GSM398074,Normal,5261.58
RPL39,GSM398075,Cancer,8045.48
RPL39,GSM398076,Normal,5077.26
RPL39,GSM398077,Cancer,5847.81
RPL39,GSM398078,Normal,5590.75
RPL39,GSM398079,Cancer,5846.03
RPL39,GSM398080,Normal,3994.15
RPL39,GSM398081,Cancer,5842.58
RPL39,GSM398082,Normal,5962.45
RPL39,GSM398083,Cancer,5657.52
RPL39,GSM398084,Normal,3990.99
RPL39,GSM398085,Cancer,5277.88
RPL39,GSM398086,Normal,6610.21
RPL39,GSM398087,Cancer,5019.17
RPL39,GSM398088,Normal,4516.02
RPL39,GSM398089,Cancer,5734.23
RPL39,GSM398090,Normal,3803.99
RPL39,GSM398091,Cancer,7199.71
RPL39,GSM398092,Normal,3756.07
RPL39,GSM398093,Cancer,6263.24
RPL39,GSM398094,Normal,4026.54
RPL39,GSM398095,Cancer,5643.15
RPL39,GSM398096,Normal,4915.86
RPL39,GSM398097,Cancer,5970.91
RPL39,GSM398098,Normal,4769.94
RPL39,GSM398099,Cancer,3798.39
RPL39,GSM398100,Normal,3992.67
RPL39,GSM398101,Cancer,8734.36
RPL39,GSM398102,Normal,5252.85
RPL39,GSM398103,Cancer,5772.12
RPL39,GSM398104,Normal,10037.2
RPL39,GSM398105,Cancer,4834.6
RPL39,GSM398106,Normal,11826.1
RPL39,GSM398107,Cancer,5563.05
RPL39,GSM398108,Normal,10196.4
RPL39,GSM398109,Cancer,5207.84
RPL39,GSM398110,Normal,11823.6
RPL39,GSM398111,Cancer,5985.43
RPL39,GSM398112,Normal,4812.12
RPL39,GSM398113,Cancer,5621.16
RPL39,GSM398114,Normal,5279.46
RPL39,GSM398115,Cancer,5016.98
RPL39,GSM398116,Normal,12685.6
RPL39,GSM398117,Cancer,11229.8
RPL39,GSM398118,Normal,6984.06
RPL39,GSM398119,Cancer,7846.09
RPL39,GSM398120,Normal,5639.31
RPL39,GSM398121,Cancer,9200.07
RPL39,GSM398122,Normal,7694.1
RPL39,GSM398123,Cancer,5286.38
RPL39,GSM398124,Normal,5182.61
RPL39,GSM398125,Cancer,7881.54
RPL39,GSM398126,Normal,8444.6
RPL39,GSM398127,Cancer,9265.06
RPL39,GSM398128,Normal,10037.1
RPL39,GSM398129,Cancer,9632.52
RPL39,GSM398130,Normal,6951.09
RPL39,GSM398131,Cancer,10045.2
RPL39,GSM398132,Normal,10199.6
RPL39,GSM398133,Cancer,10313.8
RPL39,GSM398134,Normal,7120.49
RPL39,GSM398135,Cancer,10362.0
RPL39,GSM398136,Normal,7520.54
RPL39,GSM398137,Cancer,10397.5
RPL39,GSM398138,Normal,6592.4
RPL39,GSM398139,Cancer,8341.4
RPL39,GSM398140,Normal,7715.36
RPL39,GSM398141,Cancer,10854.4
RPL39,GSM398142,Normal,7786.23
RPL39,GSM398143,Cancer,9682.16
RPL39,GSM398144,Normal,7153.39
RPL39,GSM398145,Cancer,10095.5
RPL39,GSM398146,Normal,9640.91
RPL39,GSM398147,Cancer,9153.87
RPL39,GSM398148,Normal,8222.08
RPL39,GSM398149,Cancer,9259.55
RPL39,GSM398150,Normal,9321.62
RPL39,GSM398151,Cancer,9934.22
RPL39,GSM398152,Normal,6482.4
RPL39,GSM398153,Cancer,5742.62
RPL39,GSM398154,Normal,8581.03
RPL39,GSM398155,Cancer,11170.1
RPL39,GSM398156,Normal,9084.91
RPL39,GSM398157,Cancer,9141.91
RPL39,GSM398158,Normal,8509.76
RPL39,GSM398159,Cancer,8828.18
RPL4,GSM398074,Normal,2574.2000000000003
RPL4,GSM398075,Cancer,5973.033333333333
RPL4,GSM398076,Normal,1589.9399999999998
RPL4,GSM398077,Cancer,2547.32
RPL4,GSM398078,Normal,3142.85
RPL4,GSM398079,Cancer,1785.36
RPL4,GSM398080,Normal,2030.28
RPL4,GSM398081,Cancer,2865.263333333334
RPL4,GSM398082,Normal,3950.6633333333334
RPL4,GSM398083,Cancer,2199.75
RPL4,GSM398084,Normal,3038.3333333333335
RPL4,GSM398085,Cancer,3335.0333333333333
RPL4,GSM398086,Normal,4649.763333333333
RPL4,GSM398087,Cancer,3144.5400000000004
RPL4,GSM398088,Normal,2587.3166666666666
RPL4,GSM398089,Cancer,5213.483333333334
RPL4,GSM398090,Normal,1879.5200000000002
RPL4,GSM398091,Cancer,4243.8533333333335
RPL4,GSM398092,Normal,2839.443333333333
RPL4,GSM398093,Cancer,2911.75
RPL4,GSM398094,Normal,2799.4933333333333
RPL4,GSM398095,Cancer,3200.7666666666664
RPL4,GSM398096,Normal,3360.41
RPL4,GSM398097,Cancer,1520.1133333333335
RPL4,GSM398098,Normal,3330.0833333333335
RPL4,GSM398099,Cancer,1518.4800000000002
RPL4,GSM398100,Normal,2699.226666666667
RPL4,GSM398101,Cancer,2786.726666666667
RPL4,GSM398102,Normal,3627.683333333333
RPL4,GSM398103,Cancer,2574.0533333333333
RPL4,GSM398104,Normal,5743.78
RPL4,GSM398105,Cancer,2012.7133333333334
RPL4,GSM398106,Normal,5605.2
RPL4,GSM398107,Cancer,1943.9433333333334
RPL4,GSM398108,Normal,6921.776666666668
RPL4,GSM398109,Cancer,1806.6333333333332
RPL4,GSM398110,Normal,6735.389999999999
RPL4,GSM398111,Cancer,3050.03
RPL4,GSM398112,Normal,3606.2933333333335
RPL4,GSM398113,Cancer,4269.820000000001
RPL4,GSM398114,Normal,2651.5133333333333
RPL4,GSM398115,Cancer,3236.786666666667
RPL4,GSM398116,Normal,8711.050000000001
RPL4,GSM398117,Cancer,7425.163333333333
RPL4,GSM398118,Normal,6594.676666666666
RPL4,GSM398119,Cancer,5860.416666666667
RPL4,GSM398120,Normal,3541.1800000000003
RPL4,GSM398121,Cancer,3808.2833333333333
RPL4,GSM398122,Normal,3694.5399999999995
RPL4,GSM398123,Cancer,3806.403333333333
RPL4,GSM398124,Normal,4353.046666666667
RPL4,GSM398125,Cancer,6864.183333333333
RPL4,GSM398126,Normal,7564.243333333333
RPL4,GSM398127,Cancer,8797.73
RPL4,GSM398128,Normal,6765.363333333334
RPL4,GSM398129,Cancer,6000.7733333333335
RPL4,GSM398130,Normal,6273.516666666666
RPL4,GSM398131,Cancer,7352.916666666667
RPL4,GSM398132,Normal,6133.243333333333
RPL4,GSM398133,Cancer,4022.7333333333336
RPL4,GSM398134,Normal,3616.2033333333334
RPL4,GSM398135,Cancer,6543.05
RPL4,GSM398136,Normal,5936.823333333334
RPL4,GSM398137,Cancer,6331.346666666667
RPL4,GSM398138,Normal,6200.919999999999
RPL4,GSM398139,Cancer,4946.05
RPL4,GSM398140,Normal,5870.896666666667
RPL4,GSM398141,Cancer,8520.890000000001
RPL4,GSM398142,Normal,7007.009999999999
RPL4,GSM398143,Cancer,6420.786666666667
RPL4,GSM398144,Normal,5307.993333333333
RPL4,GSM398145,Cancer,5096.4766666666665
RPL4,GSM398146,Normal,6782.32
RPL4,GSM398147,Cancer,7584.006666666667
RPL4,GSM398148,Normal,5415.6466666666665
RPL4,GSM398149,Cancer,5660.556666666666
RPL4,GSM398150,Normal,7272.243333333333
RPL4,GSM398151,Cancer,5259.586666666667
RPL4,GSM398152,Normal,6679.09
RPL4,GSM398153,Cancer,5129.759999999999
RPL4,GSM398154,Normal,2035.0943333333332
RPL4,GSM398155,Cancer,3519.7833333333333
RPL4,GSM398156,Normal,7601.599999999999
RPL4,GSM398157,Cancer,5924.426666666666
RPL4,GSM398158,Normal,6636.746666666667
RPL4,GSM398159,Cancer,5386.016666666667
RPL41,GSM398074,Normal,5111.6
RPL41,GSM398075,Cancer,7635.36
RPL41,GSM398076,Normal,4690.24
RPL41,GSM398077,Cancer,6659.88
RPL41,GSM398078,Normal,5860.63
RPL41,GSM398079,Cancer,5267.1
RPL41,GSM398080,Normal,3491.45
RPL41,GSM398081,Cancer,5673.4
RPL41,GSM398082,Normal,6135.36
RPL41,GSM398083,Cancer,4436.33
RPL41,GSM398084,Normal,4296.67
RPL41,GSM398085,Cancer,6061.91
RPL41,GSM398086,Normal,6232.98
RPL41,GSM398087,Cancer,5110.34
RPL41,GSM398088,Normal,4715.23
RPL41,GSM398089,Cancer,8528.15
RPL41,GSM398090,Normal,3926.42
RPL41,GSM398091,Cancer,7471.25
RPL41,GSM398092,Normal,3623.53
RPL41,GSM398093,Cancer,6583.11
RPL41,GSM398094,Normal,5132.59
RPL41,GSM398095,Cancer,6297.27
RPL41,GSM398096,Normal,6236.93
RPL41,GSM398097,Cancer,3857.01
RPL41,GSM398098,Normal,5108.69
RPL41,GSM398099,Cancer,4106.39
RPL41,GSM398100,Normal,2885.97
RPL41,GSM398101,Cancer,7048.6
RPL41,GSM398102,Normal,6372.81
RPL41,GSM398103,Cancer,5892.39
RPL41,GSM398104,Normal,9538.9
RPL41,GSM398105,Cancer,5117.13
RPL41,GSM398106,Normal,10069.1
RPL41,GSM398107,Cancer,5145.06
RPL41,GSM398108,Normal,11125.5
RPL41,GSM398109,Cancer,4718.63
RPL41,GSM398110,Normal,11091.7
RPL41,GSM398111,Cancer,5931.33
RPL41,GSM398112,Normal,5242.48
RPL41,GSM398113,Cancer,7611.02
RPL41,GSM398114,Normal,4753.86
RPL41,GSM398115,Cancer,5650.61
RPL41,GSM398116,Normal,12569.8
RPL41,GSM398117,Cancer,10811.0
RPL41,GSM398118,Normal,8441.02
RPL41,GSM398119,Cancer,7287.05
RPL41,GSM398120,Normal,6396.49
RPL41,GSM398121,Cancer,7612.32
RPL41,GSM398122,Normal,6438.37
RPL41,GSM398123,Cancer,6906.41
RPL41,GSM398124,Normal,5884.54
RPL41,GSM398125,Cancer,9390.35
RPL41,GSM398126,Normal,10095.8
RPL41,GSM398127,Cancer,11417.1
RPL41,GSM398128,Normal,8250.45
RPL41,GSM398129,Cancer,9738.82
RPL41,GSM398130,Normal,7863.74
RPL41,GSM398131,Cancer,8894.87
RPL41,GSM398132,Normal,7761.36
RPL41,GSM398133,Cancer,7147.02
RPL41,GSM398134,Normal,7524.07
RPL41,GSM398135,Cancer,11714.9
RPL41,GSM398136,Normal,7186.12
RPL41,GSM398137,Cancer,9831.69
RPL41,GSM398138,Normal,7145.38
RPL41,GSM398139,Cancer,9414.05
RPL41,GSM398140,Normal,8432.21
RPL41,GSM398141,Cancer,10054.4
RPL41,GSM398142,Normal,9573.01
RPL41,GSM398143,Cancer,9309.21
RPL41,GSM398144,Normal,8097.25
RPL41,GSM398145,Cancer,9823.79
RPL41,GSM398146,Normal,10316.2
RPL41,GSM398147,Cancer,10502.4
RPL41,GSM398148,Normal,8790.58
RPL41,GSM398149,Cancer,9454.72
RPL41,GSM398150,Normal,9519.51
RPL41,GSM398151,Cancer,11082.0
RPL41,GSM398152,Normal,6856.99
RPL41,GSM398153,Cancer,6864.13
RPL41,GSM398154,Normal,7044.54
RPL41,GSM398155,Cancer,10809.6
RPL41,GSM398156,Normal,9486.49
RPL41,GSM398157,Cancer,12061.3
RPL41,GSM398158,Normal,10660.0
RPL41,GSM398159,Cancer,9879.55
RPL6,GSM398074,Normal,3154.52
RPL6,GSM398075,Cancer,5448.48
RPL6,GSM398076,Normal,2652.98
RPL6,GSM398077,Cancer,2979.72
RPL6,GSM398078,Normal,3000.2
RPL6,GSM398079,Cancer,2231.98
RPL6,GSM398080,Normal,2585.97
RPL6,GSM398081,Cancer,3637.89
RPL6,GSM398082,Normal,3923.62
RPL6,GSM398083,Cancer,2946.32
RPL6,GSM398084,Normal,3006.7
RPL6,GSM398085,Cancer,3910.28
RPL6,GSM398086,Normal,4545.04
RPL6,GSM398087,Cancer,2647.23
RPL6,GSM398088,Normal,1829.84
RPL6,GSM398089,Cancer,3216.13
RPL6,GSM398090,Normal,2473.84
RPL6,GSM398091,Cancer,4990.11
RPL6,GSM398092,Normal,2396.85
RPL6,GSM398093,Cancer,4282.41
RPL6,GSM398094,Normal,2865.9
RPL6,GSM398095,Cancer,3885.25
RPL6,GSM398096,Normal,2706.52
RPL6,GSM398097,Cancer,1692.83
RPL6,GSM398098,Normal,3341.25
RPL6,GSM398099,Cancer,2369.05
RPL6,GSM398100,Normal,3287.9
RPL6,GSM398101,Cancer,2831.21
RPL6,GSM398102,Normal,3615.49
RPL6,GSM398103,Cancer,2903.47
RPL6,GSM398104,Normal,6038.47
RPL6,GSM398105,Cancer,2516.98
RPL6,GSM398106,Normal,5308.08
RPL6,GSM398107,Cancer,2622.7
RPL6,GSM398108,Normal,6798.13
RPL6,GSM398109,Cancer,1890.51
RPL6,GSM398110,Normal,6832.71
RPL6,GSM398111,Cancer,3382.63
RPL6,GSM398112,Normal,3508.47
RPL6,GSM398113,Cancer,4504.63
RPL6,GSM398114,Normal,3222.9
RPL6,GSM398115,Cancer,3520.92
RPL6,GSM398116,Normal,8675.23
RPL6,GSM398117,Cancer,6661.83
RPL6,GSM398118,Normal,5561.58
RPL6,GSM398119,Cancer,4751.96
RPL6,GSM398120,Normal,4059.65
RPL6,GSM398121,Cancer,4806.93
RPL6,GSM398122,Normal,3771.37
RPL6,GSM398123,Cancer,3237.75
RPL6,GSM398124,Normal,3573.14
RPL6,GSM398125,Cancer,5876.74
RPL6,GSM398126,Normal,6072.96
RPL6,GSM398127,Cancer,7786.15
RPL6,GSM398128,Normal,5992.26
RPL6,GSM398129,Cancer,5723.56
RPL6,GSM398130,Normal,4332.75
RPL6,GSM398131,Cancer,6570.81
RPL6,GSM398132,Normal,3995.28
RPL6,GSM398133,Cancer,4083.16
RPL6,GSM398134,Normal,3001.47
RPL6,GSM398135,Cancer,7605.33
RPL6,GSM398136,Normal,4230.04
RPL6,GSM398137,Cancer,6625.82
RPL6,GSM398138,Normal,5082.42
RPL6,GSM398139,Cancer,4884.38
RPL6,GSM398140,Normal,4923.94
RPL6,GSM398141,Cancer,7205.14
RPL6,GSM398142,Normal,5337.77
RPL6,GSM398143,Cancer,6925.19
RPL6,GSM398144,Normal,4570.91
RPL6,GSM398145,Cancer,6666.45
RPL6,GSM398146,Normal,5854.2
RPL6,GSM398147,Cancer,6147.58
RPL6,GSM398148,Normal,5535.88
RPL6,GSM398149,Cancer,5428.75
RPL6,GSM398150,Normal,6953.98
RPL6,GSM398151,Cancer,5768.77
RPL6,GSM398152,Normal,5091.44
RPL6,GSM398153,Cancer,4284.46
RPL6,GSM398154,Normal,1407.66
RPL6,GSM398155,Cancer,3013.76
RPL6,GSM398156,Normal,5926.93
RPL6,GSM398157,Cancer,6869.04
RPL6,GSM398158,Normal,4582.65
RPL6,GSM398159,Cancer,5913.77
RPL7,GSM398074,Normal,4692.715
RPL7,GSM398075,Cancer,7968.495000000001
RPL7,GSM398076,Normal,3882.12
RPL7,GSM398077,Cancer,5668.89
RPL7,GSM398078,Normal,5247.665
RPL7,GSM398079,Cancer,4688.594999999999
RPL7,GSM398080,Normal,3705.97
RPL7,GSM398081,Cancer,6453.325
RPL7,GSM398082,Normal,4926.99
RPL7,GSM398083,Cancer,4373.33
RPL7,GSM398084,Normal,4756.514999999999
RPL7,GSM398085,Cancer,5499.605
RPL7,GSM398086,Normal,7805.96
RPL7,GSM398087,Cancer,6120.755
RPL7,GSM398088,Normal,3394.8
RPL7,GSM398089,Cancer,5842.72
RPL7,GSM398090,Normal,3037.9300000000003
RPL7,GSM398091,Cancer,6839.860000000001
RPL7,GSM398092,Normal,3148.35
RPL7,GSM398093,Cancer,6425.450000000001
RPL7,GSM398094,Normal,4117.75
RPL7,GSM398095,Cancer,5357.5650000000005
RPL7,GSM398096,Normal,4937.72
RPL7,GSM398097,Cancer,3643.235
RPL7,GSM398098,Normal,5019.085
RPL7,GSM398099,Cancer,3509.9399999999996
RPL7,GSM398100,Normal,4570.175
RPL7,GSM398101,Cancer,6226.155
RPL7,GSM398102,Normal,4724.2
RPL7,GSM398103,Cancer,4512.58
RPL7,GSM398104,Normal,8388.345
RPL7,GSM398105,Cancer,3295.045
RPL7,GSM398106,Normal,8002.555
RPL7,GSM398107,Cancer,2771.295
RPL7,GSM398108,Normal,9658.77
RPL7,GSM398109,Cancer,3798.565
RPL7,GSM398110,Normal,10004.91
RPL7,GSM398111,Cancer,5846.755
RPL7,GSM398112,Normal,4713.6449999999995
RPL7,GSM398113,Cancer,6559.995
RPL7,GSM398114,Normal,4842.29
RPL7,GSM398115,Cancer,5680.705
RPL7,GSM398116,Normal,12036.630000000001
RPL7,GSM398117,Cancer,9752.24
RPL7,GSM398118,Normal,7876.18
RPL7,GSM398119,Cancer,7511.91
RPL7,GSM398120,Normal,5862.595
RPL7,GSM398121,Cancer,7250.535
RPL7,GSM398122,Normal,6191.110000000001
RPL7,GSM398123,Cancer,5079.04
RPL7,GSM398124,Normal,5088.17
RPL7,GSM398125,Cancer,9958.38
RPL7,GSM398126,Normal,9548.76
RPL7,GSM398127,Cancer,14169.75
RPL7,GSM398128,Normal,10217.545
RPL7,GSM398129,Cancer,8933.865
RPL7,GSM398130,Normal,5639.135
RPL7,GSM398131,Cancer,7001.924999999999
RPL7,GSM398132,Normal,6828.505
RPL7,GSM398133,Cancer,5484.344999999999
RPL7,GSM398134,Normal,5816.43
RPL7,GSM398135,Cancer,10135.805
RPL7,GSM398136,Normal,7217.895
RPL7,GSM398137,Cancer,8612.24
RPL7,GSM398138,Normal,6630.29
RPL7,GSM398139,Cancer,8293.09
RPL7,GSM398140,Normal,8394.93
RPL7,GSM398141,Cancer,8667.43
RPL7,GSM398142,Normal,8379.075
RPL7,GSM398143,Cancer,9373.974999999999
RPL7,GSM398144,Normal,8278.3
RPL7,GSM398145,Cancer,11058.82
RPL7,GSM398146,Normal,9805.395
RPL7,GSM398147,Cancer,9962.76
RPL7,GSM398148,Normal,8176.014999999999
RPL7,GSM398149,Cancer,13154.599999999999
RPL7,GSM398150,Normal,8741.965
RPL7,GSM398151,Cancer,9108.605
RPL7,GSM398152,Normal,7654.76
RPL7,GSM398153,Cancer,6684.995
RPL7,GSM398154,Normal,4586.525
RPL7,GSM398155,Cancer,7580.915
RPL7,GSM398156,Normal,8115.754999999999
RPL7,GSM398157,Cancer,9168.115
RPL7,GSM398158,Normal,7647.1849999999995
RPL7,GSM398159,Cancer,8365.58
RPL7A,GSM398074,Normal,6383.25
RPL7A,GSM398075,Cancer,6607.69
RPL7A,GSM398076,Normal,5088.69
RPL7A,GSM398077,Cancer,5120.1
RPL7A,GSM398078,Normal,4575.05
RPL7A,GSM398079,Cancer,4134.58
RPL7A,GSM398080,Normal,4626.15
RPL7A,GSM398081,Cancer,4534.61
RPL7A,GSM398082,Normal,3492.16
RPL7A,GSM398083,Cancer,4307.83
RPL7A,GSM398084,Normal,4172.52
RPL7A,GSM398085,Cancer,5072.81
RPL7A,GSM398086,Normal,5268.59
RPL7A,GSM398087,Cancer,3579.58
RPL7A,GSM398088,Normal,3941.08
RPL7A,GSM398089,Cancer,5350.41
RPL7A,GSM398090,Normal,4568.89
RPL7A,GSM398091,Cancer,5808.5
RPL7A,GSM398092,Normal,4364.79
RPL7A,GSM398093,Cancer,5264.3
RPL7A,GSM398094,Normal,4691.93
RPL7A,GSM398095,Cancer,4515.52
RPL7A,GSM398096,Normal,4463.67
RPL7A,GSM398097,Cancer,5038.01
RPL7A,GSM398098,Normal,5706.85
RPL7A,GSM398099,Cancer,4486.72
RPL7A,GSM398100,Normal,2954.07
RPL7A,GSM398101,Cancer,4721.44
RPL7A,GSM398102,Normal,4418.15
RPL7A,GSM398103,Cancer,4868.85
RPL7A,GSM398104,Normal,7048.18
RPL7A,GSM398105,Cancer,3371.94
RPL7A,GSM398106,Normal,7975.75
RPL7A,GSM398107,Cancer,3389.03
RPL7A,GSM398108,Normal,7697.37
RPL7A,GSM398109,Cancer,3845.59
RPL7A,GSM398110,Normal,8590.97
RPL7A,GSM398111,Cancer,4255.88
RPL7A,GSM398112,Normal,4063.03
RPL7A,GSM398113,Cancer,5500.26
RPL7A,GSM398114,Normal,4269.22
RPL7A,GSM398115,Cancer,4518.05
