Gene,Sample,Sample_Type,Expression
221382_at,GSM398104,Normal,3859.8
221382_at,GSM398105,Cancer,1375.84
221382_at,GSM398106,Normal,2574.97
221382_at,GSM398107,Cancer,1242.39
221382_at,GSM398108,Normal,1530.55
221382_at,GSM398109,Cancer,708.528
221382_at,GSM398110,Normal,1564.8
221382_at,GSM398111,Cancer,2354.95
221382_at,GSM398112,Normal,1425.84
221382_at,GSM398113,Cancer,1768.49
221382_at,GSM398114,Normal,1471.95
221382_at,GSM398115,Cancer,1798.18
221382_at,GSM398116,Normal,2626.67
221382_at,GSM398117,Cancer,2396.37
221382_at,GSM398118,Normal,3321.8
221382_at,GSM398119,Cancer,1604.15
221382_at,GSM398120,Normal,1698.72
221382_at,GSM398121,Cancer,816.926
221382_at,GSM398122,Normal,1648.12
221382_at,GSM398123,Cancer,897.574
221382_at,GSM398124,Normal,492.503
221382_at,GSM398125,Cancer,2825.17
221382_at,GSM398126,Normal,3973.07
221382_at,GSM398127,Cancer,2017.42
221382_at,GSM398128,Normal,2286.75
221382_at,GSM398129,Cancer,3715.77
221382_at,GSM398130,Normal,1105.43
221382_at,GSM398131,Cancer,2299.44
221382_at,GSM398132,Normal,3480.23
221382_at,GSM398133,Cancer,1664.86
221382_at,GSM398134,Normal,3071.78
221382_at,GSM398135,Cancer,2174.82
221382_at,GSM398136,Normal,2898.47
221382_at,GSM398137,Cancer,2690.81
221382_at,GSM398138,Normal,3475.97
221382_at,GSM398139,Cancer,2245.93
221382_at,GSM398140,Normal,3140.47
221382_at,GSM398141,Cancer,2920.65
221382_at,GSM398142,Normal,3063.12
221382_at,GSM398143,Cancer,2487.04
221382_at,GSM398144,Normal,3395.72
221382_at,GSM398145,Cancer,4241.11
221382_at,GSM398146,Normal,3274.7
221382_at,GSM398147,Cancer,2338.87
221382_at,GSM398148,Normal,3118.12
221382_at,GSM398149,Cancer,2274.32
221382_at,GSM398150,Normal,2520.43
221382_at,GSM398151,Cancer,869.35
221382_at,GSM398152,Normal,2928.78
221382_at,GSM398153,Cancer,3630.32
221382_at,GSM398154,Normal,4296.11
221382_at,GSM398155,Cancer,5977.13
221382_at,GSM398156,Normal,4146.53
221382_at,GSM398157,Cancer,5065.81
221382_at,GSM398158,Normal,1508.36
221382_at,GSM398159,Cancer,3589.61
221798_x_at,GSM398074,Normal,2070.37
221798_x_at,GSM398075,Cancer,5067.15
221798_x_at,GSM398076,Normal,1917.4
221798_x_at,GSM398077,Cancer,1763.77
221798_x_at,GSM398078,Normal,1276.47
221798_x_at,GSM398079,Cancer,2497.81
221798_x_at,GSM398080,Normal,1328.38
221798_x_at,GSM398081,Cancer,2054.14
221798_x_at,GSM398082,Normal,1796.46
221798_x_at,GSM398083,Cancer,1670.44
221798_x_at,GSM398084,Normal,900.459
221798_x_at,GSM398085,Cancer,1976.12
221798_x_at,GSM398086,Normal,2029.68
221798_x_at,GSM398087,Cancer,774.806
221798_x_at,GSM398088,Normal,1735.09
221798_x_at,GSM398089,Cancer,3496.22
221798_x_at,GSM398090,Normal,1218.9
221798_x_at,GSM398091,Cancer,2001.72
221798_x_at,GSM398092,Normal,1148.96
221798_x_at,GSM398093,Cancer,2719.86
221798_x_at,GSM398094,Normal,1841.95
221798_x_at,GSM398095,Cancer,2362.73
221798_x_at,GSM398096,Normal,2618.66
221798_x_at,GSM398097,Cancer,2414.85
221798_x_at,GSM398098,Normal,1024.16
221798_x_at,GSM398099,Cancer,1602.35
221798_x_at,GSM398100,Normal,1637.47
221798_x_at,GSM398101,Cancer,3079.19
221798_x_at,GSM398102,Normal,2454.64
221798_x_at,GSM398103,Cancer,4078.92
221798_x_at,GSM398104,Normal,3615.01
221798_x_at,GSM398105,Cancer,1532.1
221798_x_at,GSM398106,Normal,3899.86
221798_x_at,GSM398107,Cancer,2509.19
221798_x_at,GSM398108,Normal,2937.69
221798_x_at,GSM398109,Cancer,1645.41
221798_x_at,GSM398110,Normal,5586.98
221798_x_at,GSM398111,Cancer,2340.4
221798_x_at,GSM398112,Normal,1872.02
221798_x_at,GSM398113,Cancer,4693.43
221798_x_at,GSM398114,Normal,1384.87
221798_x_at,GSM398115,Cancer,4480.94
221798_x_at,GSM398116,Normal,9496.73
221798_x_at,GSM398117,Cancer,4940.23
221798_x_at,GSM398118,Normal,3261.75
221798_x_at,GSM398119,Cancer,2505.94
221798_x_at,GSM398120,Normal,1763.86
221798_x_at,GSM398121,Cancer,1910.05
221798_x_at,GSM398122,Normal,2680.23
221798_x_at,GSM398123,Cancer,1998.48
221798_x_at,GSM398124,Normal,1770.66
221798_x_at,GSM398125,Cancer,10385.1
221798_x_at,GSM398126,Normal,3708.6
221798_x_at,GSM398127,Cancer,7671.31
221798_x_at,GSM398128,Normal,2987.46
221798_x_at,GSM398129,Cancer,4211.99
221798_x_at,GSM398130,Normal,2936.14
221798_x_at,GSM398131,Cancer,5373.67
221798_x_at,GSM398132,Normal,2251.54
221798_x_at,GSM398133,Cancer,2605.26
221798_x_at,GSM398134,Normal,2303.84
221798_x_at,GSM398135,Cancer,4708.12
221798_x_at,GSM398136,Normal,2020.52
221798_x_at,GSM398137,Cancer,4398.25
221798_x_at,GSM398138,Normal,2581.55
221798_x_at,GSM398139,Cancer,2944.57
221798_x_at,GSM398140,Normal,2341.15
221798_x_at,GSM398141,Cancer,5061.68
221798_x_at,GSM398142,Normal,3765.06
221798_x_at,GSM398143,Cancer,8897.49
221798_x_at,GSM398144,Normal,2382.94
221798_x_at,GSM398145,Cancer,9207.86
221798_x_at,GSM398146,Normal,4597.91
221798_x_at,GSM398147,Cancer,5672.67
221798_x_at,GSM398148,Normal,2462.46
221798_x_at,GSM398149,Cancer,5864.47
221798_x_at,GSM398150,Normal,3241.31
221798_x_at,GSM398151,Cancer,8598.38
221798_x_at,GSM398152,Normal,3273.32
221798_x_at,GSM398153,Cancer,2928.05
221798_x_at,GSM398154,Normal,3748.24
221798_x_at,GSM398155,Cancer,2791.48
221798_x_at,GSM398156,Normal,3247.55
221798_x_at,GSM398157,Cancer,4843.4
221798_x_at,GSM398158,Normal,4071.74
221798_x_at,GSM398159,Cancer,3570.34
222229_x_at,GSM398074,Normal,2127.55
222229_x_at,GSM398075,Cancer,3770.62
222229_x_at,GSM398076,Normal,2595.18
222229_x_at,GSM398077,Cancer,2958.25
222229_x_at,GSM398078,Normal,2493.82
222229_x_at,GSM398079,Cancer,2636.65
222229_x_at,GSM398080,Normal,2369.33
222229_x_at,GSM398081,Cancer,3503.48
222229_x_at,GSM398082,Normal,2955.18
222229_x_at,GSM398083,Cancer,2013.38
222229_x_at,GSM398084,Normal,2157.52
222229_x_at,GSM398085,Cancer,2492.19
222229_x_at,GSM398086,Normal,3726.37
222229_x_at,GSM398087,Cancer,2340.8
222229_x_at,GSM398088,Normal,1774.02
222229_x_at,GSM398089,Cancer,3103.67
222229_x_at,GSM398090,Normal,1777.77
222229_x_at,GSM398091,Cancer,4447.29
222229_x_at,GSM398092,Normal,2167.4
222229_x_at,GSM398093,Cancer,4128.47
222229_x_at,GSM398094,Normal,1899.68
222229_x_at,GSM398095,Cancer,2322.38
222229_x_at,GSM398096,Normal,2335.05
222229_x_at,GSM398097,Cancer,2096.31
222229_x_at,GSM398098,Normal,3182.59
222229_x_at,GSM398099,Cancer,2436.84
222229_x_at,GSM398100,Normal,1010.93
222229_x_at,GSM398101,Cancer,2010.81
222229_x_at,GSM398102,Normal,2484.03
222229_x_at,GSM398103,Cancer,2392.33
222229_x_at,GSM398104,Normal,5127.55
222229_x_at,GSM398105,Cancer,2545.21
222229_x_at,GSM398106,Normal,4751.56
222229_x_at,GSM398107,Cancer,2582.47
222229_x_at,GSM398108,Normal,4976.79
222229_x_at,GSM398109,Cancer,2204.11
222229_x_at,GSM398110,Normal,7234.45
222229_x_at,GSM398111,Cancer,2945.4
222229_x_at,GSM398112,Normal,2706.68
222229_x_at,GSM398113,Cancer,2755.22
222229_x_at,GSM398114,Normal,2397.84
222229_x_at,GSM398115,Cancer,2170.56
222229_x_at,GSM398116,Normal,6548.38
222229_x_at,GSM398117,Cancer,4889.71
222229_x_at,GSM398118,Normal,4246.81
222229_x_at,GSM398119,Cancer,4900.78
222229_x_at,GSM398120,Normal,2780.41
222229_x_at,GSM398121,Cancer,4265.32
222229_x_at,GSM398122,Normal,2740.16
222229_x_at,GSM398123,Cancer,3020.37
222229_x_at,GSM398124,Normal,2228.35
222229_x_at,GSM398125,Cancer,3954.25
222229_x_at,GSM398126,Normal,4270.02
222229_x_at,GSM398127,Cancer,3275.77
222229_x_at,GSM398128,Normal,4478.15
222229_x_at,GSM398129,Cancer,4096.35
222229_x_at,GSM398130,Normal,2612.84
222229_x_at,GSM398131,Cancer,3482.56
222229_x_at,GSM398132,Normal,3174.29
222229_x_at,GSM398133,Cancer,2473.1
222229_x_at,GSM398134,Normal,3147.41
222229_x_at,GSM398135,Cancer,5413.01
222229_x_at,GSM398136,Normal,3277.62
222229_x_at,GSM398137,Cancer,5007.22
222229_x_at,GSM398138,Normal,3407.97
222229_x_at,GSM398139,Cancer,3368.94
222229_x_at,GSM398140,Normal,3543.68
222229_x_at,GSM398141,Cancer,5340.51
222229_x_at,GSM398142,Normal,4030.21
222229_x_at,GSM398143,Cancer,4191.43
222229_x_at,GSM398144,Normal,3064.12
222229_x_at,GSM398145,Cancer,4438.09
222229_x_at,GSM398146,Normal,4194.06
222229_x_at,GSM398147,Cancer,4573.38
222229_x_at,GSM398148,Normal,4323.38
222229_x_at,GSM398149,Cancer,3850.71
222229_x_at,GSM398150,Normal,5691.78
222229_x_at,GSM398151,Cancer,4103.1
222229_x_at,GSM398152,Normal,3915.35
222229_x_at,GSM398153,Cancer,3504.7
222229_x_at,GSM398154,Normal,5005.04
222229_x_at,GSM398155,Cancer,4831.63
222229_x_at,GSM398156,Normal,6162.09
222229_x_at,GSM398157,Cancer,4982.46
222229_x_at,GSM398158,Normal,4793.84
222229_x_at,GSM398159,Cancer,5209.72
A1CF,GSM398074,Normal,3439.9
A1CF,GSM398075,Cancer,2584.79
A1CF,GSM398076,Normal,3361.87
A1CF,GSM398077,Cancer,2118.56
A1CF,GSM398078,Normal,1861.67
A1CF,GSM398079,Cancer,1951.97
A1CF,GSM398080,Normal,3111.51
A1CF,GSM398081,Cancer,2233.24
A1CF,GSM398082,Normal,3570.29
A1CF,GSM398083,Cancer,3461.63
A1CF,GSM398084,Normal,1985.61
A1CF,GSM398085,Cancer,2213.84
A1CF,GSM398086,Normal,2762.18
A1CF,GSM398087,Cancer,2792.46
A1CF,GSM398088,Normal,2861.51
A1CF,GSM398089,Cancer,1943.95
A1CF,GSM398090,Normal,4242.25
A1CF,GSM398091,Cancer,2136.85
A1CF,GSM398092,Normal,3194.98
A1CF,GSM398093,Cancer,1773.78
A1CF,GSM398094,Normal,3690.36
A1CF,GSM398095,Cancer,1402.01
A1CF,GSM398096,Normal,2402.87
A1CF,GSM398097,Cancer,1645.52
A1CF,GSM398098,Normal,3310.49
A1CF,GSM398099,Cancer,3306.43
A1CF,GSM398100,Normal,1876.05
A1CF,GSM398101,Cancer,1614.1
A1CF,GSM398102,Normal,1967.68
A1CF,GSM398103,Cancer,1714.81
A1CF,GSM398104,Normal,3737.65
A1CF,GSM398105,Cancer,1541.65
A1CF,GSM398106,Normal,3754.41
A1CF,GSM398107,Cancer,1624.91
A1CF,GSM398108,Normal,5176.45
A1CF,GSM398109,Cancer,2615.93
A1CF,GSM398110,Normal,3171.73
A1CF,GSM398111,Cancer,2289.86
A1CF,GSM398112,Normal,2094.62
A1CF,GSM398113,Cancer,1351.16
A1CF,GSM398114,Normal,1671.62
A1CF,GSM398115,Cancer,1664.9
A1CF,GSM398116,Normal,1922.57
A1CF,GSM398117,Cancer,3810.48
A1CF,GSM398118,Normal,3401.81
A1CF,GSM398119,Cancer,2653.17
A1CF,GSM398120,Normal,2230.17
A1CF,GSM398121,Cancer,3043.79
A1CF,GSM398122,Normal,2162.14
A1CF,GSM398123,Cancer,3806.08
A1CF,GSM398124,Normal,1961.78
A1CF,GSM398125,Cancer,2613.12
A1CF,GSM398126,Normal,3556.93
A1CF,GSM398127,Cancer,3654.53
A1CF,GSM398128,Normal,3839.2
A1CF,GSM398129,Cancer,3349.36
A1CF,GSM398130,Normal,5967.41
A1CF,GSM398131,Cancer,2874.28
A1CF,GSM398132,Normal,4634.35
A1CF,GSM398133,Cancer,5301.8
A1CF,GSM398134,Normal,4602.86
A1CF,GSM398135,Cancer,4243.82
A1CF,GSM398136,Normal,3149.96
A1CF,GSM398137,Cancer,1403.7
A1CF,GSM398138,Normal,3473.94
A1CF,GSM398139,Cancer,2312.91
A1CF,GSM398140,Normal,2837.91
A1CF,GSM398141,Cancer,5034.45
A1CF,GSM398142,Normal,3661.68
A1CF,GSM398143,Cancer,2261.06
A1CF,GSM398144,Normal,2167.23
A1CF,GSM398145,Cancer,2495.6
A1CF,GSM398146,Normal,2361.0
A1CF,GSM398147,Cancer,2218.66
A1CF,GSM398148,Normal,4097.48
A1CF,GSM398149,Cancer,1587.64
A1CF,GSM398150,Normal,3789.3
A1CF,GSM398151,Cancer,1956.04
A1CF,GSM398152,Normal,3510.48
A1CF,GSM398153,Cancer,4516.98
A1CF,GSM398154,Normal,4423.53
A1CF,GSM398155,Cancer,4948.01
A1CF,GSM398156,Normal,5221.28
A1CF,GSM398157,Cancer,3937.1
A1CF,GSM398158,Normal,6620.25
A1CF,GSM398159,Cancer,3888.8
A2M,GSM398074,Normal,1222.61
A2M,GSM398075,Cancer,3087.87
A2M,GSM398076,Normal,3005.04
A2M,GSM398077,Cancer,1061.79
A2M,GSM398078,Normal,2205.56
A2M,GSM398079,Cancer,1213.39
A2M,GSM398080,Normal,2259.11
A2M,GSM398081,Cancer,1754.34
A2M,GSM398082,Normal,2421.68
A2M,GSM398083,Cancer,2098.56
A2M,GSM398084,Normal,1948.2
A2M,GSM398085,Cancer,1127.88
A2M,GSM398086,Normal,1793.93
A2M,GSM398087,Cancer,2455.44
A2M,GSM398088,Normal,2440.31
A2M,GSM398089,Cancer,1375.51
A2M,GSM398090,Normal,1963.19
A2M,GSM398091,Cancer,1824.29
A2M,GSM398092,Normal,1848.64
A2M,GSM398093,Cancer,930.623
A2M,GSM398094,Normal,1769.12
A2M,GSM398095,Cancer,2595.79
A2M,GSM398096,Normal,2582.06
A2M,GSM398097,Cancer,1253.37
A2M,GSM398098,Normal,1823.49
A2M,GSM398099,Cancer,897.729
A2M,GSM398100,Normal,1439.25
A2M,GSM398101,Cancer,977.03
A2M,GSM398102,Normal,3170.33
A2M,GSM398103,Cancer,1187.77
A2M,GSM398104,Normal,5972.46
A2M,GSM398105,Cancer,1389.28
A2M,GSM398106,Normal,7231.5
A2M,GSM398107,Cancer,1771.73
A2M,GSM398108,Normal,5774.21
A2M,GSM398109,Cancer,1903.4
A2M,GSM398110,Normal,6532.32
A2M,GSM398111,Cancer,3621.02
A2M,GSM398112,Normal,2785.0
A2M,GSM398113,Cancer,2945.9
A2M,GSM398114,Normal,3131.17
A2M,GSM398115,Cancer,2621.99
A2M,GSM398116,Normal,6749.78
A2M,GSM398117,Cancer,4840.33
A2M,GSM398118,Normal,4059.07
A2M,GSM398119,Cancer,4893.6
A2M,GSM398120,Normal,1971.0
A2M,GSM398121,Cancer,2560.1
A2M,GSM398122,Normal,2171.66
A2M,GSM398123,Cancer,1539.54
A2M,GSM398124,Normal,3825.7
A2M,GSM398125,Cancer,2110.37
A2M,GSM398126,Normal,6021.42
A2M,GSM398127,Cancer,3395.82
A2M,GSM398128,Normal,3106.46
A2M,GSM398129,Cancer,2669.11
A2M,GSM398130,Normal,3665.77
A2M,GSM398131,Cancer,3418.84
A2M,GSM398132,Normal,3267.73
A2M,GSM398133,Cancer,2092.99
A2M,GSM398134,Normal,3040.36
A2M,GSM398135,Cancer,4107.56
A2M,GSM398136,Normal,4089.13
A2M,GSM398137,Cancer,2488.4
A2M,GSM398138,Normal,4336.58
A2M,GSM398139,Cancer,3549.02
A2M,GSM398140,Normal,3622.44
A2M,GSM398141,Cancer,1856.69
A2M,GSM398142,Normal,4021.26
A2M,GSM398143,Cancer,4779.5
A2M,GSM398144,Normal,4635.99
A2M,GSM398145,Cancer,4561.39
A2M,GSM398146,Normal,4492.79
A2M,GSM398147,Cancer,5176.19
A2M,GSM398148,Normal,4318.08
A2M,GSM398149,Cancer,2653.16
A2M,GSM398150,Normal,4641.51
A2M,GSM398151,Cancer,2790.77
A2M,GSM398152,Normal,3681.49
A2M,GSM398153,Cancer,4361.94
A2M,GSM398154,Normal,1024.25
A2M,GSM398155,Cancer,1455.33
A2M,GSM398156,Normal,4098.95
A2M,GSM398157,Cancer,2060.96
A2M,GSM398158,Normal,2584.34
A2M,GSM398159,Cancer,3348.01
ABCA8,GSM398074,Normal,313.566
ABCA8,GSM398075,Cancer,1109.07
ABCA8,GSM398076,Normal,985.95
ABCA8,GSM398077,Cancer,26.0489
ABCA8,GSM398078,Normal,1368.96
ABCA8,GSM398079,Cancer,60.5845
ABCA8,GSM398080,Normal,1705.41
ABCA8,GSM398081,Cancer,858.185
ABCA8,GSM398082,Normal,1193.36
ABCA8,GSM398083,Cancer,1125.36
ABCA8,GSM398084,Normal,2089.42
ABCA8,GSM398085,Cancer,288.618
ABCA8,GSM398086,Normal,168.305
ABCA8,GSM398087,Cancer,37.9733
ABCA8,GSM398088,Normal,1092.89
ABCA8,GSM398089,Cancer,17.2034
ABCA8,GSM398090,Normal,1242.07
ABCA8,GSM398091,Cancer,454.033
ABCA8,GSM398092,Normal,1237.11
ABCA8,GSM398093,Cancer,22.7347
ABCA8,GSM398094,Normal,1595.61
ABCA8,GSM398095,Cancer,195.754
ABCA8,GSM398096,Normal,1011.97
ABCA8,GSM398097,Cancer,44.7917
ABCA8,GSM398098,Normal,157.276
ABCA8,GSM398099,Cancer,46.9833
ABCA8,GSM398100,Normal,516.675
ABCA8,GSM398101,Cancer,66.8194
ABCA8,GSM398102,Normal,1694.22
ABCA8,GSM398103,Cancer,199.397
ABCA8,GSM398104,Normal,3615.34
ABCA8,GSM398105,Cancer,47.9395
ABCA8,GSM398106,Normal,3831.82
ABCA8,GSM398107,Cancer,196.02
ABCA8,GSM398108,Normal,5735.19
ABCA8,GSM398109,Cancer,1250.54
ABCA8,GSM398110,Normal,2669.28
ABCA8,GSM398111,Cancer,428.273
ABCA8,GSM398112,Normal,1322.14
ABCA8,GSM398113,Cancer,1145.19
ABCA8,GSM398114,Normal,2127.3
ABCA8,GSM398115,Cancer,1049.27
ABCA8,GSM398116,Normal,3267.5
ABCA8,GSM398117,Cancer,339.832
ABCA8,GSM398118,Normal,3698.41
ABCA8,GSM398119,Cancer,2744.69
ABCA8,GSM398120,Normal,1971.85
ABCA8,GSM398121,Cancer,669.918
ABCA8,GSM398122,Normal,1650.52
ABCA8,GSM398123,Cancer,54.2363
ABCA8,GSM398124,Normal,1715.11
ABCA8,GSM398125,Cancer,540.149
ABCA8,GSM398126,Normal,2831.74
ABCA8,GSM398127,Cancer,59.5843
ABCA8,GSM398128,Normal,3443.81
ABCA8,GSM398129,Cancer,452.485
ABCA8,GSM398130,Normal,1488.38
ABCA8,GSM398131,Cancer,1408.69
ABCA8,GSM398132,Normal,3603.75
ABCA8,GSM398133,Cancer,87.142
ABCA8,GSM398134,Normal,2847.77
ABCA8,GSM398135,Cancer,1814.23
ABCA8,GSM398136,Normal,2630.02
ABCA8,GSM398137,Cancer,389.112
ABCA8,GSM398138,Normal,2672.82
ABCA8,GSM398139,Cancer,507.746
ABCA8,GSM398140,Normal,3077.89
ABCA8,GSM398141,Cancer,62.4865
ABCA8,GSM398142,Normal,3044.92
ABCA8,GSM398143,Cancer,1411.36
ABCA8,GSM398144,Normal,3266.12
ABCA8,GSM398145,Cancer,612.867
ABCA8,GSM398146,Normal,4746.33
ABCA8,GSM398147,Cancer,2491.97
ABCA8,GSM398148,Normal,2071.81
ABCA8,GSM398149,Cancer,74.1543
ABCA8,GSM398150,Normal,3179.06
ABCA8,GSM398151,Cancer,605.853
ABCA8,GSM398152,Normal,3518.12
ABCA8,GSM398153,Cancer,1727.63
ABCA8,GSM398154,Normal,1302.55
ABCA8,GSM398155,Cancer,215.38
ABCA8,GSM398156,Normal,2691.72
ABCA8,GSM398157,Cancer,119.414
ABCA8,GSM398158,Normal,1504.49
ABCA8,GSM398159,Cancer,1066.21
ABHD10,GSM398074,Normal,3713.13
ABHD10,GSM398075,Cancer,2265.12
ABHD10,GSM398076,Normal,3354.3
ABHD10,GSM398077,Cancer,1988.74
ABHD10,GSM398078,Normal,1436.22
ABHD10,GSM398079,Cancer,2091.89
ABHD10,GSM398080,Normal,2343.05
ABHD10,GSM398081,Cancer,1595.2
ABHD10,GSM398082,Normal,2427.76
ABHD10,GSM398083,Cancer,2847.59
ABHD10,GSM398084,Normal,2426.9
ABHD10,GSM398085,Cancer,3155.56
ABHD10,GSM398086,Normal,3782.03
ABHD10,GSM398087,Cancer,2612.97
ABHD10,GSM398088,Normal,3677.93
ABHD10,GSM398089,Cancer,2217.14
ABHD10,GSM398090,Normal,3299.87
ABHD10,GSM398091,Cancer,3309.08
ABHD10,GSM398092,Normal,3355.29
ABHD10,GSM398093,Cancer,3566.91
ABHD10,GSM398094,Normal,3084.96
ABHD10,GSM398095,Cancer,2781.67
ABHD10,GSM398096,Normal,2938.0
ABHD10,GSM398097,Cancer,2639.15
ABHD10,GSM398098,Normal,3730.26
ABHD10,GSM398099,Cancer,3924.15
ABHD10,GSM398100,Normal,1714.28
ABHD10,GSM398101,Cancer,2429.68
ABHD10,GSM398102,Normal,2605.03
ABHD10,GSM398103,Cancer,2837.12
ABHD10,GSM398104,Normal,5309.94
ABHD10,GSM398105,Cancer,2224.29
ABHD10,GSM398106,Normal,4704.49
ABHD10,GSM398107,Cancer,1458.21
ABHD10,GSM398108,Normal,5528.79
ABHD10,GSM398109,Cancer,2809.2
ABHD10,GSM398110,Normal,2756.34
ABHD10,GSM398111,Cancer,2091.18
ABHD10,GSM398112,Normal,1933.13
ABHD10,GSM398113,Cancer,2491.79
ABHD10,GSM398114,Normal,2096.26
ABHD10,GSM398115,Cancer,2184.36
ABHD10,GSM398116,Normal,4215.27
ABHD10,GSM398117,Cancer,3628.33
ABHD10,GSM398118,Normal,4039.47
ABHD10,GSM398119,Cancer,4053.26
ABHD10,GSM398120,Normal,2429.33
ABHD10,GSM398121,Cancer,2855.28
ABHD10,GSM398122,Normal,2513.68
ABHD10,GSM398123,Cancer,3122.34
ABHD10,GSM398124,Normal,3367.78
ABHD10,GSM398125,Cancer,2602.27
ABHD10,GSM398126,Normal,3874.44
ABHD10,GSM398127,Cancer,4103.29
ABHD10,GSM398128,Normal,5276.14
ABHD10,GSM398129,Cancer,6613.5
ABHD10,GSM398130,Normal,4502.34
ABHD10,GSM398131,Cancer,4860.81
ABHD10,GSM398132,Normal,6362.24
ABHD10,GSM398133,Cancer,5172.63
ABHD10,GSM398134,Normal,3750.9
ABHD10,GSM398135,Cancer,5493.05
ABHD10,GSM398136,Normal,3618.31
ABHD10,GSM398137,Cancer,4531.93
ABHD10,GSM398138,Normal,3928.21
ABHD10,GSM398139,Cancer,3153.15
ABHD10,GSM398140,Normal,3512.48
ABHD10,GSM398141,Cancer,5415.76
ABHD10,GSM398142,Normal,3271.54
ABHD10,GSM398143,Cancer,2427.87
ABHD10,GSM398144,Normal,2785.27
ABHD10,GSM398145,Cancer,2590.83
ABHD10,GSM398146,Normal,2827.53
ABHD10,GSM398147,Cancer,3212.64
ABHD10,GSM398148,Normal,3833.08
ABHD10,GSM398149,Cancer,2035.93
ABHD10,GSM398150,Normal,3227.63
ABHD10,GSM398151,Cancer,3067.87
ABHD10,GSM398152,Normal,4429.32
ABHD10,GSM398153,Cancer,4823.23
ABHD10,GSM398154,Normal,6500.59
ABHD10,GSM398155,Cancer,6922.64
ABHD10,GSM398156,Normal,4226.41
ABHD10,GSM398157,Cancer,3961.14
ABHD10,GSM398158,Normal,6049.84
ABHD10,GSM398159,Cancer,5528.63
ABLIM1,GSM398074,Normal,1388.82
ABLIM1,GSM398075,Cancer,2025.24
ABLIM1,GSM398076,Normal,1697.75
ABLIM1,GSM398077,Cancer,628.314
ABLIM1,GSM398078,Normal,1762.38
ABLIM1,GSM398079,Cancer,529.193
ABLIM1,GSM398080,Normal,1460.9
ABLIM1,GSM398081,Cancer,2459.83
ABLIM1,GSM398082,Normal,1787.03
ABLIM1,GSM398083,Cancer,2757.01
ABLIM1,GSM398084,Normal,2307.31
ABLIM1,GSM398085,Cancer,1719.79
ABLIM1,GSM398086,Normal,1520.59
ABLIM1,GSM398087,Cancer,1119.08
ABLIM1,GSM398088,Normal,1700.61
ABLIM1,GSM398089,Cancer,1293.45
ABLIM1,GSM398090,Normal,2134.98
ABLIM1,GSM398091,Cancer,2640.66
ABLIM1,GSM398092,Normal,1684.47
ABLIM1,GSM398093,Cancer,1559.79
ABLIM1,GSM398094,Normal,2617.45
ABLIM1,GSM398095,Cancer,1929.64
ABLIM1,GSM398096,Normal,2589.97
ABLIM1,GSM398097,Cancer,1165.56
ABLIM1,GSM398098,Normal,2017.36
ABLIM1,GSM398099,Cancer,1142.6
ABLIM1,GSM398100,Normal,1657.27
ABLIM1,GSM398101,Cancer,2306.96
ABLIM1,GSM398102,Normal,1982.59
ABLIM1,GSM398103,Cancer,1108.8
ABLIM1,GSM398104,Normal,4077.54
ABLIM1,GSM398105,Cancer,1399.42
ABLIM1,GSM398106,Normal,3365.26
ABLIM1,GSM398107,Cancer,1109.13
ABLIM1,GSM398108,Normal,4622.9
ABLIM1,GSM398109,Cancer,2002.72
ABLIM1,GSM398110,Normal,2942.74
ABLIM1,GSM398111,Cancer,2147.97
ABLIM1,GSM398112,Normal,2120.29
ABLIM1,GSM398113,Cancer,2919.18
ABLIM1,GSM398114,Normal,2416.44
ABLIM1,GSM398115,Cancer,2432.72
ABLIM1,GSM398116,Normal,4490.76
ABLIM1,GSM398117,Cancer,1975.7
ABLIM1,GSM398118,Normal,5003.0
ABLIM1,GSM398119,Cancer,4095.44
ABLIM1,GSM398120,Normal,2538.19
ABLIM1,GSM398121,Cancer,1463.46
ABLIM1,GSM398122,Normal,1837.84
ABLIM1,GSM398123,Cancer,1110.76
ABLIM1,GSM398124,Normal,2837.1
ABLIM1,GSM398125,Cancer,2094.39
ABLIM1,GSM398126,Normal,6647.03
ABLIM1,GSM398127,Cancer,4722.36
ABLIM1,GSM398128,Normal,3578.35
ABLIM1,GSM398129,Cancer,2340.29
ABLIM1,GSM398130,Normal,5710.27
ABLIM1,GSM398131,Cancer,2745.58
ABLIM1,GSM398132,Normal,3982.47
ABLIM1,GSM398133,Cancer,1873.91
ABLIM1,GSM398134,Normal,3846.24
ABLIM1,GSM398135,Cancer,4024.23
ABLIM1,GSM398136,Normal,3830.55
ABLIM1,GSM398137,Cancer,2669.96
ABLIM1,GSM398138,Normal,3219.71
ABLIM1,GSM398139,Cancer,1443.56
ABLIM1,GSM398140,Normal,3514.74
ABLIM1,GSM398141,Cancer,1412.18
ABLIM1,GSM398142,Normal,3298.09
ABLIM1,GSM398143,Cancer,3252.82
ABLIM1,GSM398144,Normal,3943.66
ABLIM1,GSM398145,Cancer,3119.16
ABLIM1,GSM398146,Normal,4183.82
ABLIM1,GSM398147,Cancer,3605.0
ABLIM1,GSM398148,Normal,3700.8
ABLIM1,GSM398149,Cancer,2745.08
ABLIM1,GSM398150,Normal,3979.76
ABLIM1,GSM398151,Cancer,1582.08
ABLIM1,GSM398152,Normal,3686.63
ABLIM1,GSM398153,Cancer,3362.11
ABLIM1,GSM398154,Normal,1908.07
ABLIM1,GSM398155,Cancer,1417.31
